"Staper","Fresgn","Datasgn","Nationsgn","Nationnm_en","Eftm0201","Eftm0202"
"2005-03","M","A","429","Mexico","207983","445260"
"2005-03","M","A","141","Viet Nam","265433","504515"
"2005-03","M","A","111","India","1176295","632577"
"2005-03","M","A","312","Spain","179894","633165"
"2005-03","M","A","138","United Arab Emirates","311136","647454"
"2005-03","M","A","112","Indonesia","725015","747174"
"2005-03","M","A","122","Malaysia","1667908","776466"
"2005-03","M","A","136","Thailand","1119310","820400"
"2005-03","M","A","344","Russian Federation","1397013","880505"
"2005-03","M","A","307","Italy","620054","987260"
"2005-03","M","A","132","Singapore","1325828","1300716"
"2005-03","M","A","303","United Kingdom","491653","1379362"
"2005-03","M","A","400","Latin America","1729482","1624272"
"2005-03","M","A","309","Netherlands","258497","2137699"
"2005-03","M","A","304","Germany","2750014","2514027"
"2005-03","M","A","133","Republic of Korea","6552484","3229473"
"2005-03","M","A","703","Association of Southeast Asian Nations (ASEAN)","6188720","4677451"
"2005-03","M","A","116","Japan","8794988","7896888"
"2005-03","M","A","110","China, Hong Kong","1164687","10014914"
"2005-03","M","A","704","European Union（EU）","6407091","11233058"
"2005-03","M","A","502","United States of America","4541559","12487095"
"2005-03","M","A","705","APEC","41448021","43066840"
"2005-03","M","A","244","South Africa","299744","269873"
"2005-03","M","B","244","South Africa","762625","766967"
"2005-03","M","B","500","Northern America","12897467","34837094"
"2005-03","M","A","500","Northern America","5262124","13330375"
"2005-04","M","A","000","World","57654014","62091397"
"2005-04","M","B","000","World","197017749","217944674"
"2005-04","M","A","200","Africa","1964610","1557305"
"2005-04","M","B","200","Africa","5957026","5164311"
"2005-04","M","A","600","Oceania","1657674","961812"
"2005-04","M","B","600","Oceania","5360208","3670386"
"2005-04","M","A","202","Angola","497795","39623"
"2005-04","M","B","202","Angola","1621918","98780"
"2005-04","M","A","402","Argentina","156484","87619"
"2005-04","M","B","402","Argentina","579251","303877"
"2005-04","M","A","601","Australia","1500189","853312"
"2005-04","M","B","601","Australia","4751261","3183996"
"2005-04","M","A","315","Austria","134317","77110"
"2005-04","M","B","315","Austria","482370","284507"
"2005-04","M","A","301","Belgium","347008","616195"
"2005-04","M","B","301","Belgium","1200053","2461922"
"2005-04","M","A","410","Brazil","794607","392172"
"2005-04","M","B","410","Brazil","2494290","1322265"
"2005-04","M","A","501","Canada","776358","907871"
"2005-04","M","B","501","Canada","2572168","3213567"
"2005-04","M","A","100","Asia","37987591","30614853"
"2005-04","M","B","100","Asia","131144924","105905174"
"2005-04","M","A","300","Europe","8825003","13019123"
"2005-04","M","B","300","Europe","29515710","47975566"
"2005-04","M","A","412","Chile","523386","151823"
"2005-04","M","B","412","Chile","1571805","578026"
"2005-04","M","A","143","China,Taiwan","6384688","1359874"
"2005-04","M","B","143","China,Taiwan","21801947","4992350"
"2005-04","M","A","302","Denmark","116906","176353"
"2005-04","M","B","302","Denmark","386231","789411"
"2005-04","M","A","318","Finland","217998","229201"
"2005-04","M","B","318","Finland","867948","962254"
"2005-04","M","A","305","France","1135742","898225"
"2005-04","M","B","305","France","2863188","3474986"
"2005-04","M","B","114","Iraq","152028","100841"
"2005-04","M","B","138","United Arab Emirates","828221","2421154"
"2005-04","M","B","131","Saudi Arabia","3587321","916432"
"2005-04","M","B","432","Panama","5908","742982"
"2005-04","M","B","306","Ireland","500569","916500"
"2005-04","M","B","129","Philippines","3471156","1400643"
"2005-04","M","B","246","Sudan","861166","337341"
"2005-04","M","B","236","Nigeria","247394","605242"
"2005-04","M","B","113","Iran (Islamic Republic of)","1895285","980767"
"2005-04","M","B","111","India","3722815","2408238"
"2005-04","M","B","344","Russian Federation","4799918","3046631"
"2005-04","M","B","133","Republic of Korea","23084016","10849539"
"2005-04","M","B","112","Indonesia","2640726","2750594"
"2005-04","M","B","303","United Kingdom","1678211","5382517"
"2005-04","M","B","309","Netherlands","930644","7786351"
"2005-04","M","B","400","Latin America","6944622","6223424"
"2005-04","M","B","132","Singapore","5093255","4584231"
"2005-04","M","B","127","Pakistan","233708","841767"
"2005-04","M","B","703","Association of Southeast Asian Nations (ASEAN)","22309550","16243422"
"2005-04","M","B","115","Israel","325841","594613"
"2005-04","M","B","136","Thailand","4085377","2537364"
"2005-04","M","B","110","China, Hong Kong","3997358","33688158"
"2005-04","M","B","705","APEC","147174904","149913957"
"2005-04","M","B","307","Italy","2180493","3772973"
"2005-04","M","B","331","Switzerland","1217698","562971"
"2005-04","M","B","145","Kazakhstan","984393","793978"
"2005-04","M","B","122","Malaysia","6003877","2875062"
"2005-04","M","B","704","European Union（EU）","22689636","42584679"
"2005-04","M","B","141","Viet Nam","815909","1651754"
"2005-04","M","B","116","Japan","30852625","26665271"
"2005-04","M","B","312","Spain","578536","2510937"
"2005-04","M","B","121","China, Macao","59051","365356"
"2005-04","M","B","502","United States of America","15511967","45756001"
"2005-04","M","B","609","New Zealand","457985","371358"
"2005-04","M","B","304","Germany","9354599","9449114"
"2005-04","M","B","429","Mexico","663076","1574129"
"2005-04","M","B","310","Greece","27967","661620"
"2005-04","M","B","330","Sweden","1014673","760914"
"2005-04","M","B","311","Portugal","94387","265148"
"2005-04","M","B","327","Poland","161401","765169"
"2005-04","M","B","126","Oman","1263556","71651"
"2005-04","M","B","326","Norway","371626","394219"
"2005-04","M","B","137","Turkey","165147","1174374"
"2005-04","M","B","321","Hungary","84923","842820"
"2005-04","M","A","114","Iraq","49107","23447"
"2005-04","M","A","126","Oman","430310","34053"
"2005-04","M","A","311","Portugal","24625","86651"
"2005-04","M","A","609","New Zealand","116759","92119"
"2005-04","M","A","121","China, Macao","18351","104163"
"2005-04","M","A","326","Norway","138075","104621"
"2005-04","M","A","246","Sudan","250414","106220"
"2005-04","M","A","331","Switzerland","356240","135143"
"2005-04","M","A","310","Greece","6143","153739"
"2005-04","M","A","236","Nigeria","105828","164312"
"2005-04","M","A","115","Israel","93578","172368"
"2005-04","M","A","327","Poland","35966","206429"
"2005-04","M","A","306","Ireland","125785","218123"
"2005-04","M","A","432","Panama","1552","218511"
"2005-04","M","A","330","Sweden","270694","221551"
"2005-04","M","A","321","Hungary","32284","227925"
"2005-04","M","A","113","Iran (Islamic Republic of)","639915","258862"
"2005-04","M","A","145","Kazakhstan","234666","263245"
"2005-04","M","A","127","Pakistan","77249","277233"
"2005-04","M","A","131","Saudi Arabia","1110005","282995"
"2005-04","M","A","137","Turkey","53988","342875"
"2005-04","M","A","129","Philippines","936702","407633"
"2005-04","M","A","429","Mexico","182802","419552"
"2005-04","M","A","141","Viet Nam","218729","506034"
"2005-04","M","A","111","India","1005002","670338"
"2005-04","M","A","312","Spain","186414","696654"
"2005-04","M","A","136","Thailand","1133742","699632"
"2005-04","M","A","138","United Arab Emirates","243902","731687"
"2005-04","M","A","122","Malaysia","1654709","820716"
"2005-04","M","A","112","Indonesia","752387","882119"
"2005-04","M","A","344","Russian Federation","1527475","914917"
"2005-04","M","A","307","Italy","605220","1018428"
"2005-04","M","A","132","Singapore","1505177","1357288"
"2005-04","M","A","303","United Kingdom","505276","1547709"
"2005-04","M","A","400","Latin America","2024984","1769586"
"2005-04","M","A","309","Netherlands","237811","1982979"
"2005-04","M","A","304","Germany","2584428","2594822"
"2005-04","M","A","133","Republic of Korea","6489506","3107023"
"2005-04","M","A","703","Association of Southeast Asian Nations (ASEAN)","6273532","4812346"
"2005-04","M","A","116","Japan","8841953","7456669"
"2005-04","M","A","110","China, Hong Kong","1166808","9842949"
"2005-04","M","A","704","European Union（EU）","6650206","11439943"
"2005-04","M","A","502","United States of America","4416071","13247676"
"2005-04","M","A","705","APEC","42688725","43081467"
"2005-04","M","A","244","South Africa","295336","305324"
"2005-04","M","B","244","South Africa","1057961","1072291"
"2005-04","M","B","500","Northern America","18090872","49005813"
"2005-04","M","A","500","Northern America","5193405","14168719"
"2005-05","M","A","000","World","49393972","58435460"
"2005-05","M","B","000","World","246411721","276380134"
"2005-05","M","A","200","Africa","1779487","1619808"
"2005-05","M","B","200","Africa","7736513","6784119"
"2005-05","M","A","600","Oceania","1390185","900930"
"2005-05","M","B","600","Oceania","6750393","4571316"
"2005-05","M","A","202","Angola","695779","24088"
"2005-05","M","B","202","Angola","2317697","122869"
"2005-05","M","A","402","Argentina","177187","84186"
"2005-05","M","B","402","Argentina","756438","388063"
"2005-05","M","A","601","Australia","1255518","784072"
"2005-05","M","B","601","Australia","6006779","3968068"
"2005-05","M","A","315","Austria","117127","66613"
"2005-05","M","B","315","Austria","599496","351120"
"2005-05","M","A","301","Belgium","287556","632128"
"2005-05","M","B","301","Belgium","1487610","3094050"
"2005-05","M","A","410","Brazil","688732","376321"
"2005-05","M","B","410","Brazil","3183022","1698586"
"2005-05","M","A","501","Canada","671751","835899"
"2005-05","M","B","501","Canada","3243919","4049467"
"2005-05","M","A","100","Asia","32676645","27962656"
"2005-05","M","B","100","Asia","163821569","133867831"
"2005-05","M","A","300","Europe","7201137","12695787"
"2005-05","M","B","300","Europe","36716847","60671353"
"2005-05","M","A","412","Chile","403419","150644"
"2005-05","M","B","412","Chile","1975224","728670"
"2005-05","M","A","143","China,Taiwan","5510293","1340091"
"2005-05","M","B","143","China,Taiwan","27312240","6332441"
"2005-05","M","A","302","Denmark","102444","229173"
"2005-05","M","B","302","Denmark","488675","1018584"
"2005-05","M","A","318","Finland","187296","228494"
"2005-05","M","B","318","Finland","1055244","1190748"
"2005-05","M","A","305","France","582775","945326"
"2005-05","M","B","305","France","3445962","4420312"
"2005-05","M","B","138","United Arab Emirates","952113","3238993"
"2005-05","M","B","131","Saudi Arabia","4419434","1250007"
"2005-05","M","B","114","Iraq","197604","135340"
"2005-05","M","B","246","Sudan","1061107","487630"
"2005-05","M","B","306","Ireland","593905","1147408"
"2005-05","M","B","432","Panama","7153","1026267"
"2005-05","M","B","129","Philippines","4402814","1797357"
"2005-05","M","B","113","Iran (Islamic Republic of)","2449333","1196211"
"2005-05","M","B","111","India","4619085","3085655"
"2005-05","M","B","344","Russian Federation","6150428","3844677"
"2005-05","M","B","127","Pakistan","299745","1062966"
"2005-05","M","B","133","Republic of Korea","28921338","13771353"
"2005-05","M","B","112","Indonesia","3300458","3402653"
"2005-05","M","B","145","Kazakhstan","1259442","1030674"
"2005-05","M","B","400","Latin America","8767889","8054311"
"2005-05","M","B","136","Thailand","5183195","3190863"
"2005-05","M","B","115","Israel","410849","745446"
"2005-05","M","B","303","United Kingdom","2096829","6869761"
"2005-05","M","B","132","Singapore","6324443","5879949"
"2005-05","M","B","703","Association of Southeast Asian Nations (ASEAN)","27862230","20707446"
"2005-05","M","B","236","Nigeria","300374","818367"
"2005-05","M","B","309","Netherlands","1144557","9675300"
"2005-05","M","B","705","APEC","183784656","189432445"
"2005-05","M","B","307","Italy","2744862","4723780"
"2005-05","M","B","110","China, Hong Kong","4937200","42551267"
"2005-05","M","B","331","Switzerland","1506380","693614"
"2005-05","M","B","122","Malaysia","7440848","3693967"
"2005-05","M","B","327","Poland","220540","960222"
"2005-05","M","B","126","Oman","1760125","93532"
"2005-05","M","B","312","Spain","730477","3250995"
"2005-05","M","B","704","European Union（EU）","28005485","53843958"
"2005-05","M","B","116","Japan","37719300","32991492"
"2005-05","M","B","141","Viet Nam","977971","2164200"
"2005-05","M","B","502","United States of America","19360794","58343341"
"2005-05","M","B","310","Greece","34527","863110"
"2005-05","M","B","121","China, Macao","78618","477798"
"2005-05","M","B","429","Mexico","831517","2001803"
"2005-05","M","B","311","Portugal","124764","345056"
"2005-05","M","B","609","New Zealand","563583","473709"
"2005-05","M","B","304","Germany","11491804","11999844"
"2005-05","M","B","330","Sweden","1274243","956113"
"2005-05","M","B","326","Norway","439291","485167"
"2005-05","M","B","137","Turkey","216247","1530523"
"2005-05","M","B","321","Hungary","107077","1036890"
"2005-05","M","A","126","Oman","496570","21881"
"2005-05","M","A","114","Iraq","45576","34500"
"2005-05","M","A","311","Portugal","30377","79908"
"2005-05","M","A","326","Norway","67665","90949"
"2005-05","M","A","609","New Zealand","105599","102351"
"2005-05","M","A","121","China, Macao","19567","112442"
"2005-05","M","A","331","Switzerland","288682","130643"
"2005-05","M","A","246","Sudan","199941","150290"
"2005-05","M","A","115","Israel","85007","150832"
"2005-05","M","A","321","Hungary","22153","194070"
"2005-05","M","A","327","Poland","59139","195053"
"2005-05","M","A","330","Sweden","259569","195199"
"2005-05","M","A","310","Greece","6561","201491"
"2005-05","M","A","236","Nigeria","52980","213125"
"2005-05","M","A","113","Iran (Islamic Republic of)","554048","215444"
"2005-05","M","A","127","Pakistan","66037","221199"
"2005-05","M","A","306","Ireland","93336","230907"
"2005-05","M","A","145","Kazakhstan","275049","236696"
