表格 1
商品分类,年份,出口(亿美元),进口(亿美元),
91章 钟表及其零件,2016,5.57,0.12,
92章 乐器及其零件、附件,2016,4.86,0.17,
"第十九类 武器、弹药及其零件、
附件",2016,0.88,0.01,
93章 武器、弹药及其零件、附件,2016,0.88,0.01,
第二十类 杂项制品,2016,453.60,5.65,
"94章 家具；寝具、褥垫、弹簧床垫、
软坐垫及类似的填充制品；未列
名灯具及照明装置；发光标志、
发光名牌及类似品；活动房屋",2016,273.26,2.99,
"95章 玩具、游戏品、运动用品及
其零件、附件",2016,147.59,1.54,
96章 杂项制品,2016,32.75,1.11,
第二十一类 艺术品、收藏品及古物,2016,0.55,0.20,
97章 艺术品、收藏品及古物,2016,0.55,0.20,
第二十二类 特殊交易品及未分类商品,2016,6.25,3.67,
98章 特殊交易品及未分类商品,2016,6.25,3.67,
总额,2017,4297.30,1539.46,
第一类 活动物；动物产品,2017,20.06,30.57,
01章 活动物,2017,0.27,0.16,
02章 肉及食用杂碎,2017,0.04,11.87,
"03章 鱼、甲壳动物、软体动物及
其他水生无脊椎动物",2017,16.96,13.15,
"04章 乳品；蛋品；天然蜂蜜；
其他食用动物产品",2017,0.15,4.28,
05章 其他动物产品,2017,2.65,1.12,
第二类 植物产品,2017,15.94,169.57,
"06章 活树及其他活植物；鳞茎、根
及类似品；插花及装饰用簇叶",2017,0.43,0.04,
07章 食用蔬菜、根及块茎,2017,7.69,0.45,
"08章 食用水果及坚果；甜瓜或柑桔
属水果的果皮",2017,1.42,7.66,
09章 咖啡、茶、马黛茶及调味香料,2017,2.27,0.18,
10章 谷物,2017,0.02,15.10,
"11章 制粉工业产品；麦芽；淀粉；
菊粉；面筋",2017,0.10,0.24,
"12章 含油子仁及果实；杂项子仁及
果实；工业用或药用植物；
稻草、秸秆及饲料",2017,1.47,145.60,
"13章 虫胶；树胶、树脂及其他
植物液、汁",2017,2.43,0.21,
"14章 编结用植物材料；其他
植物产品",2017,0.11,0.09,
"第三类 动、植物油、脂及其分解
产品；精制的食用油脂；
动、植物蜡",2017,0.84,1.39,
"15章 动、植物油、脂及其分解产
品；精制的食用油脂；
动、植物蜡",2017,0.84,1.39,
"第四类 食品；饮料、酒及醋；
烟草、烟草及烟草代
用品的制品",2017,38.28,17.68,
"16章 肉、鱼、甲壳动物、软体动物
及其他水生无脊椎动物的制品",2017,14.03,0.05,
17章 糖及糖食,2017,1.81,0.79,
18章 可可及可可制品,2017,0.34,0.29,
"19章 谷物、粮食粉、淀粉或乳的
制品；糕饼点心",2017,1.84,1.20,
"20章 蔬菜、水果、坚果或植物其他
部分的制品",2017,10.89,2.72,
21章 杂项食品,2017,4.27,4.36,
22章 饮料、酒及醋,2017,0.63,1.34,
"23章 食品工业的残渣及废料；配制
的动物饲料",2017,4.34,5.22,
24章 烟草及烟草代用品的制品,2017,0.13,1.70,
第五类 矿产品,2017,16.22,91.13,
"25章 盐；硫磺；泥土及石料；石膏
料、石灰及水泥",2017,3.47,3.21,
26章 矿砂、矿渣及矿灰,2017,0.16,15.13,
"27章 矿物燃料、矿物油及其蒸馏产
品；沥青物质；矿物蜡",2017,12.59,72.79,
"第六类 化学工业及其相关工业的
产品",2017,139.46,145.82,
"28章 无机化学品；贵金属、稀土
金属、放射性元素及其同位
素的有机及无机化合物",2017,12.38,9.00,
29章 有机化学品,2017,74.48,36.71,
30章 药品,2017,12.57,33.76,
31章 肥料,2017,1.06,0.56,
"32章 鞣料浸膏及染料浸膏；鞣酸及
其衍生物；染料、颜料及其他
着色料；油漆及清漆；油灰及
其他类似胶粘剂；墨水、油墨",2017,5.45,4.99,
"33章 精油及香膏；芳香料制品
及化妆盥洗品",2017,12.78,8.96,
"34章 肥皂、有机表面活性剂、洗涤
剂、润滑剂、人造蜡、调制蜡、
光洁剂、蜡烛及类似品、塑型
用膏、“牙科用蜡”及牙科用
熟石膏制剂",2017,3.47,8.78,
"35章 蛋白类物质；改性淀粉；
胶；酶",2017,2.92,4.88,
"36章 炸药；烟火制品；火柴；
引火合金；易燃材料制品",2017,2.81,0.58,
37章 照相及电影用品,2017,0.31,5.11,
38章 杂项化学产品,2017,11.22,32.49,
"第七类 塑料及其制品，橡胶及其
制品",2017,185.32,81.47,
39章 塑料及其制品,2017,153.15,69.73,
40章 橡胶及其制品,2017,32.17,11.74,
"第八类 生皮、皮革、毛皮及其制品；
鞍具及挽具；旅行用品、手
提包及类似品:动物肠线
(蚕胶丝除外)制品",2017,68.24,12.58,
41章 生皮(毛皮除外)及皮革,2017,0.25,11.99,
"42章 皮革制品；鞍具及挽具；旅行
用品、手提包及类似容器；动
物肠线(蚕胶丝除外)制品",2017,67.50,0.18,
43章 毛皮、人造毛皮及其制品,2017,0.48,0.41,
"第九类 木及木制品；木炭；软木及
软木制品；稻草，秸秆、针
茅或其他编结材料制品；篮
筐及柳条编结品",2017,39.88,30.70,
44章 木及木制品；木炭,2017,36.50,30.69,
45章 软木及软木制品,2017,0.06,0.00,
"46章 稻草、秸秆、针茅或其他编结
材料制品；篮筐及柳条编结品",2017,3.31,0.00,
"第十类 木浆及其他纤维状纤维素
浆；纸及纸板的废碎品；
纸、纸板及其制品",2017,41.38,57.43,
"47章 木浆及其他纤维状纤维素浆；
纸及纸板的废碎品",2017,0.07,43.73,
"48章 纸及纸板；纸浆、纸或纸板
制品",2017,28.73,8.68,
"49章 书籍、报纸、印刷图画及其他
印制品；手稿、打字稿及设计
图纸",2017,12.59,5.02,
第十一类 纺织原料及纺织制品,2017,424.43,18.41,
50章 蚕丝,2017,0.27,0.00,
"51章 羊毛、动物细毛或粗毛；马毛
纱线及其机织物",2017,0.41,0.17,
52章 棉花,2017,2.77,10.73,
"53章 其他植物纺织纤维；纸纱线及
其机织物",2017,0.29,0.00,
54章 化学纤维长丝,2017,6.59,1.32,
55章 化学纤维短纤,2017,4.58,2.04,
"56章 絮胎、毡呢及无纺织物；特种
纱线；线、绳、索、缆及其制品",2017,6.77,1.81,
"57章 地毯及纺织材料的其他
铺地制品",2017,5.91,0.21,
"58章 特种机织物；簇绒织物；花边；
装饰毯；装饰带；刺绣品",2017,3.68,0.21,
"59章 浸渍、涂布、包覆或层压的
纺织物；工业用纺织制品",2017,6.31,1.19,
60章 针织物及钩编织物,2017,6.36,0.13,
61章 针织或钩编的服装及衣着附件,2017,160.00,0.09,
"62章 非针织或非钩编的服装及
衣着附件",2017,140.56,0.18,
"63章 其他纺织制成品；成套物品；
旧衣着及旧纺织品；碎织物",2017,79.92,0.34,
"第十二类 鞋、帽、伞、杖、鞭及其
零件；已加工的羽毛及其
制品；人造花；人发制品",2017,159.63,1.16,
64章 鞋靴、护腿和类似品及其零件,2017,119.79,1.02,
65章 帽类及其零件,2017,12.07,0.05,
"66章 雨伞、阳伞、手杖、鞭子、马
鞭及其零件",2017,4.98,0.00,
"67章 已加工羽毛、羽绒及其制品；
人造花；人发制品",2017,22.79,0.10,
"第十三类 石料、石膏、水泥、石
棉、云母及类似材料的
制品；陶瓷产品；玻璃
及其制品",2017,73.38,12.53,
"68章 石料、石膏、水泥、石棉、
云母及类似材料的制品",2017,18.58,2.55,
69章 陶瓷产品,2017,27.76,1.25,
70章 玻璃及其制品,2017,27.03,8.72,
"第十四类 天然或养殖珍珠、宝石或
半宝石、贵金属、包贵金
属及其制品；仿首饰；
硬币",2017,35.88,52.90,
"71章 天然或养殖珍珠、宝石或半宝
石、贵金属、包贵金属及其制
品；仿首饰；硬币",2017,35.88,52.90,
第十五类 贱金属及其制品,2017,225.10,54.67,
72章 钢铁,2017,5.98,3.69,
73章 钢铁制品,2017,102.03,11.73,
74章 铜及其制品,2017,4.41,16.56,
75章 镍及其制品,2017,0.26,3.07,
76章 铝及其制品,2017,37.42,12.00,
78章 铅及其制品,2017,0.01,0.03,
79章 锌及其制品,2017,0.37,0.23,
80章 锡及其制品,2017,0.01,0.03,
81章 其他贱金属、金属陶瓷及其制品,2017,4.10,2.91,
"82章 贱金属工具、器具、利口器、
餐匙、餐叉及其零件",2017,35.51,2.72,
83章 贱金属杂项制品,2017,35.01,1.70,
"第十六类 机器、机械器具、电气设
备及其零件；录音机及放
声机、电视图像、声音的
录制和重放设备及
其零件、附件",2017,1985.28,338.59,
"84章 核反应堆、锅炉、机器、
机械器具及其零件",2017,916.38,164.72,
"85章 电机、电气设备及其零件；录
音机及放声机、电视图像、声
音的录制和重放设备及其零
件、附件",2017,1068.90,173.87,
"第十七类 车辆、航空器、船舶及
有关运输设备",2017,196.81,292.31,
"86章 铁道及电车道机车、车辆及其
零件；铁道及电车轨道固定装
置及其零件、附件；各种机械
(包括电动机械)交通信号设备",2017,31.85,0.38,
"87章 车辆及其零件、附件，但铁道
及电车道车辆除外",2017,151.17,150.94,
88章 航空器、航天器及其零件,2017,12.58,140.63,
89章 船舶及浮动结构体,2017,1.20,0.36,
"第十八类 光学、照相、电影、计量、
检验、医疗或外科用仪器
及设备、精密仪器及设备；
钟表；乐器；上述物品
的零件、附件",2017,106.39,117.60,
"90章 光学、照相、电影、计量、
检验、医疗或外科用仪器
及设备、精密仪器及设备；
上述物品的零件、附件",2017,96.72,117.34,
91章 钟表及其零件,2017,4.88,0.03,
92章 乐器及其零件、附件,2017,4.78,0.24,
"第十九类 武器、弹药及其零件、
附件",2017,0.82,0.01,
93章 武器、弹药及其零件、附件,2017,0.82,0.01,
第二十类 杂项制品,2017,510.32,5.37,
"94章 家具；寝具、褥垫、弹簧床垫、
软坐垫及类似的填充制品；未列
名灯具及照明装置；发光标志、
发光名牌及类似品；活动房屋",2017,291.89,2.72,
"95章 玩具、游戏品、运动用品及
其零件、附件",2017,186.08,1.70,
96章 杂项制品,2017,32.34,0.95,
第二十一类 艺术品、收藏品及古物,2017,0.40,0.11,
97章 艺术品、收藏品及古物,2017,0.40,0.11,
第二十二类 特殊交易品及未分类商品,2017,13.24,7.45,
98章 特殊交易品及未分类商品,2017,13.24,7.45,
总额,2018,4783.96,1551.23,
第一类 活动物；动物产品,2018,20.60,22.52,
01章 活动物,2018,0.35,0.16,
02章 肉及食用杂碎,2018,0.03,5.37,
"03章 鱼、甲壳动物、软体动物及
其他水生无脊椎动物",2018,17.31,12.51,
"04章 乳品；蛋品；天然蜂蜜；
其他食用动物产品",2018,0.16,3.29,
05章 其他动物产品,2018,2.75,1.20,
第二类 植物产品,2018,15.35,95.02,
"06章 活树及其他活植物；鳞茎、根
及类似品；插花及装饰用簇叶",2018,0.52,0.06,
07章 食用蔬菜、根及块茎,2018,6.01,0.32,
"08章 食用水果及坚果；甜瓜或柑桔
属水果的果皮",2018,1.63,8.08,
09章 咖啡、茶、马黛茶及调味香料,2018,2.39,0.21,
10章 谷物,2018,0.02,9.09,
"11章 制粉工业产品；麦芽；淀粉；
菊粉；面筋",2018,0.11,0.13,
"12章 含油子仁及果实；杂项子仁及
果实；工业用或药用植物；
稻草、秸秆及饲料",2018,1.73,76.80,
"13章 虫胶；树胶、树脂及其他
植物液、汁",2018,2.84,0.28,
"14章 编结用植物材料；其他
植物产品",2018,0.10,0.05,
"第三类 动、植物油、脂及其分解
产品；精制的食用油脂；
动、植物蜡",2018,0.88,1.06,
"15章 动、植物油、脂及其分解产
品；精制的食用油脂；
动、植物蜡",2018,0.88,1.06,
"第四类 食品；饮料、酒及醋；
烟草、烟草及烟草代
用品的制品",2018,43.90,23.36,
"16章 肉、鱼、甲壳动物、软体动物
及其他水生无脊椎动物的制品",2018,15.62,0.05,
17章 糖及糖食,2018,2.00,0.92,
18章 可可及可可制品,2018,0.43,0.32,
"19章 谷物、粮食粉、淀粉或乳的
制品；糕饼点心",2018,2.15,1.43,
"20章 蔬菜、水果、坚果或植物其他
部分的制品",2018,12.33,3.50,
21章 杂项食品,2018,5.64,6.42,
22章 饮料、酒及醋,2018,0.86,4.04,
"23章 食品工业的残渣及废料；配制
的动物饲料",2018,4.74,5.06,
24章 烟草及烟草代用品的制品,2018,0.14,1.62,
第五类 矿产品,2018,17.06,119.82,
"25章 盐；硫磺；泥土及石料；石膏
料、石灰及水泥",2018,4.61,4.09,
26章 矿砂、矿渣及矿灰,2018,0.19,10.39,
"27章 矿物燃料、矿物油及其蒸馏产
品；沥青物质；矿物蜡",2018,12.26,105.34,
"第六类 化学工业及其相关工业的
产品",2018,167.27,165.06,
"28章 无机化学品；贵金属、稀土
金属、放射性元素及其同位
素的有机及无机化合物",2018,15.03,9.82,
29章 有机化学品,2018,91.14,38.64,
30章 药品,2018,14.75,39.48,
31章 肥料,2018,0.41,0.45,
"32章 鞣料浸膏及染料浸膏；鞣酸及
其衍生物；染料、颜料及其他
着色料；油漆及清漆；油灰及
其他类似胶粘剂；墨水、油墨",2018,6.13,5.06,
"33章 精油及香膏；芳香料制品
及化妆盥洗品",2018,13.88,13.30,
"34章 肥皂、有机表面活性剂、洗涤
剂、润滑剂、人造蜡、调制蜡、
光洁剂、蜡烛及类似品、塑型
用膏、“牙科用蜡”及牙科用
熟石膏制剂",2018,4.47,8.90,
"35章 蛋白类物质；改性淀粉；
胶；酶",2018,2.70,5.13,
"36章 炸药；烟火制品；火柴；
引火合金；易燃材料制品",2018,3.18,0.38,
37章 照相及电影用品,2018,0.28,5.83,
38章 杂项化学产品,2018,15.30,38.05,
"第七类 塑料及其制品，橡胶及其
制品",2018,219.83,82.44,
39章 塑料及其制品,2018,183.39,70.86,
40章 橡胶及其制品,2018,36.44,11.58,
"第八类 生皮、皮革、毛皮及其制品；
鞍具及挽具；旅行用品、手
提包及类似品:动物肠线
(蚕胶丝除外)制品",2018,71.31,9.77,
41章 生皮(毛皮除外)及皮革,2018,0.25,8.86,
"42章 皮革制品；鞍具及挽具；旅行
用品、手提包及类似容器；动
物肠线(蚕胶丝除外)制品",2018,70.55,0.84,
43章 毛皮、人造毛皮及其制品,2018,0.52,0.06,
"第九类 木及木制品；木炭；软木及
软木制品；稻草，秸秆、针
茅或其他编结材料制品；篮
筐及柳条编结品",2018,42.86,30.82,
44章 木及木制品；木炭,2018,38.90,30.81,
45章 软木及软木制品,2018,0.06,0.00,
"46章 稻草、秸秆、针茅或其他编结
材料制品；篮筐及柳条编结品",2018,3.89,0.00,
"第十类 木浆及其他纤维状纤维素
浆；纸及纸板的废碎品；
纸、纸板及其制品",2018,47.87,50.08,
"47章 木浆及其他纤维状纤维素浆；
纸及纸板的废碎品",2018,0.05,33.83,
"48章 纸及纸板；纸浆、纸或纸板
制品",2018,33.55,10.18,
"49章 书籍、报纸、印刷图画及其他
印制品；手稿、打字稿及设计
图纸",2018,14.27,6.06,
第十一类 纺织原料及纺织制品,2018,458.05,18.88,
50章 蚕丝,2018,0.34,0.00,
"51章 羊毛、动物细毛或粗毛；马毛
纱线及其机织物",2018,0.35,0.19,
52章 棉花,2018,3.21,11.06,
"53章 其他植物纺织纤维；纸纱线及
其机织物",2018,0.31,0.00,
54章 化学纤维长丝,2018,7.88,1.24,
55章 化学纤维短纤,2018,5.25,1.59,
"56章 絮胎、毡呢及无纺织物；特种
纱线；线、绳、索、缆及其制品",2018,7.53,1.81,
"57章 地毯及纺织材料的其他
铺地制品",2018,7.04,0.19,
"58章 特种机织物；簇绒织物；花边；
装饰毯；装饰带；刺绣品",2018,3.77,0.26,
"59章 浸渍、涂布、包覆或层压的
纺织物；工业用纺织制品",2018,6.55,1.17,
60章 针织物及钩编织物,2018,6.43,0.11,
61章 针织或钩编的服装及衣着附件,2018,176.16,0.46,
"62章 非针织或非钩编的服装及
衣着附件",2018,145.35,0.47,
"63章 其他纺织制成品；成套物品；
旧衣着及旧纺织品；碎织物",2018,87.88,0.33,
"第十二类 鞋、帽、伞、杖、鞭及其
零件；已加工的羽毛及其
制品；人造花；人发制品",2018,166.81,1.76,
64章 鞋靴、护腿和类似品及其零件,2018,121.00,1.63,
65章 帽类及其零件,2018,13.53,0.07,
"66章 雨伞、阳伞、手杖、鞭子、马
鞭及其零件",2018,5.23,0.00,
"67章 已加工羽毛、羽绒及其制品；
人造花；人发制品",2018,27.05,0.07,
"第十三类 石料、石膏、水泥、石
棉、云母及类似材料的
制品；陶瓷产品；玻璃
及其制品",2018,87.05,14.08,
"68章 石料、石膏、水泥、石棉、
云母及类似材料的制品",2018,23.61,2.58,
